incident_id,categoria,subcategoria,prioridad,servicio_afectado,canal_entrada,tiempo_resolucion_horas,sla_incumplido,reaperturas,escalados,satisfaccion_usuario,coste_estimado,descripcion_corta,causa_raiz_simulada,synthetic_segment
INC-2026-000133,Infraestructura,Memoria,alta,Red corporativa,chat,12.81,True,1,3,6.3,1123.15,Red corporativa: Memoria asociado a Regla de escalamiento debil.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000134,Aplicacion,Lentitud,baja,Mesa de ayuda,api,0.2,False,0,0,9.1,43.39,Aplicacion reporta Lentitud con posible causa Configuracion menor.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000135,Aplicacion,Integracion,media,IAM,api,2.7,False,0,0,7.7,44.94,Aplicacion reporta Integracion con posible causa Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000136,Seguridad,Vulnerabilidad,critica,Plataforma cloud,,13.59,True,0,3,4.7,5801.39,Plataforma cloud: Vulnerabilidad asociado a Vulnerabilidad sin parche.,Vulnerabilidad sin parche,Incidencias de seguridad
INC-2026-000137,Seguridad,Vulnerabilidad,alta,Plataforma cloud,email,0.5,False,0,3,5.7,4774.93,Plataforma cloud: Vulnerabilidad asociado a Vulnerabilidad sin parche.,Vulnerabilidad sin parche,Incidencias de seguridad
INC-2026-000138,Seguridad,Malware,media,Red corporativa,portal,46.79,True,10,5,5.3,1029.17,Incidencia en Red corporativa; patron observado: Malware.,Falla intermitente no reproducible,Casos anomalos
INC-2026-000139,Base de datos,Bloqueos,alta,Base de datos transaccional,email,20.23,True,2,4,7.7,,Base de datos reporta Bloqueos con posible causa Defecto recurrente.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000140,Aplicacion,Lentitud,media,Plataforma cloud,monitoreo,77.17,True,1,3,7.0,1753.76,Incidencia en Plataforma cloud; patron observado: Lentitud.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000141,Soporte,Solicitud,baja,Portal clientes,email,1.86,False,0,0,8.9,20.0,Incidencia en Portal clientes; patron observado: Solicitud.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000142,Cambios,Configuracion,alta,API pagos,chat,16.04,True,4,0,7.3,2340.79,Usuario reporta problema en API pagos; se detecta Configuracion.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000143,Base de datos,Conexion,alta,Base de datos transaccional,monitoreo,72.66,True,3,0,6.3,3309.91,Base de datos reporta Conexion con posible causa Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000144,Soporte,Consulta,baja,Correo corporativo,,4.59,False,0,0,8.0,20.0,Usuario reporta problema en Correo corporativo; se detecta Consulta.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000145,Soporte,Permisos,baja,Correo corporativo,monitoreo,6.42,False,0,0,8.4,69.69,Correo corporativo: Permisos asociado a Solicitud operativa.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000146,Aplicacion,Lentitud,alta,ERP financiero,portal,11.19,True,3,0,4.1,1285.25,Usuario reporta problema en ERP financiero; se detecta Lentitud.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000147,Aplicacion,Error funcional,alta,Red corporativa,email,59.88,True,4,3,6.3,3567.11,Usuario reporta problema en Red corporativa; se detecta Error funcional.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000148,Cambios,Despliegue,alta,Plataforma cloud,monitoreo,32.75,True,2,1,4.6,3223.68,Usuario reporta problema en Plataforma cloud; se detecta Despliegue.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000149,Soporte,Permisos,baja,Portal clientes,email,4.46,False,0,0,7.9,87.09,Incidencia en Portal clientes; patron observado: Permisos.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000150,Seguridad,Malware,alta,Correo corporativo,email,16.66,True,1,3,5.4,7407.15,Usuario reporta problema en Correo corporativo; se detecta Malware.,Vulnerabilidad sin parche,Incidencias de seguridad
INC-2026-000151,Cambios,Despliegue,media,Portal clientes,monitoreo,24.41,True,1,1,5.3,938.19,Cambios reporta Despliegue con posible causa Cambio no validado.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000152,Cambios,Configuracion,alta,Plataforma cloud,monitoreo,11.43,True,3,1,8.5,832.85,Cambios reporta Configuracion con posible causa Cambio no validado.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000153,Soporte,Consulta,baja,Mesa de ayuda,email,2.28,False,0,0,8.7,108.96,Mesa de ayuda: Consulta asociado a Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000154,Soporte,Permisos,baja,Portal clientes,monitoreo,3.62,False,0,0,7.1,20.0,Incidencia en Portal clientes; patron observado: Permisos.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000155,Cambios,Versionado,alta,Plataforma cloud,email,21.06,True,0,2,7.2,866.77,Plataforma cloud: Versionado asociado a Rollback incompleto.,Rollback incompleto,Incidencias asociadas a cambios
INC-2026-000156,Seguridad,Malware,alta,Correo corporativo,monitoreo,13.53,True,0,0,7.8,4266.22,Correo corporativo: Malware asociado a Credenciales comprometidas.,Credenciales comprometidas,Incidencias de seguridad
INC-2026-000157,Infraestructura,Storage,alta,Red corporativa,monitoreo,20.49,True,3,1,5.6,1148.17,Incidencia en Red corporativa; patron observado: Storage.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000158,Soporte,Configuracion usuario,baja,Portal clientes,chat,0.2,False,0,0,8.2,82.99,Incidencia en Portal clientes; patron observado: Configuracion usuario.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000159,Aplicacion,Integracion,alta,Mesa de ayuda,portal,13.94,True,1,3,5.1,1779.18,Mesa de ayuda: Integracion asociado a Capacidad insuficiente.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000160,Seguridad,Phishing,alta,Red corporativa,email,12.06,True,0,5,5.2,4068.5,Red corporativa: Phishing asociado a Phishing.,Phishing,Incidencias de seguridad
INC-2026-000161,Aplicacion,Error funcional,critica,API pagos,telefono,11.63,True,1,1,4.1,2482.78,API pagos: Error funcional asociado a Despliegue fallido.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000162,Aplicacion,Error 500,baja,API pagos,api,1.96,False,0,0,,77.74,Usuario reporta problema en API pagos; se detecta Error 500.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000163,Aplicacion,Error funcional,media,Correo corporativo,monitoreo,5.92,False,0,0,7.9,83.42,Incidencia en Correo corporativo; patron observado: Error funcional.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000164,Infraestructura,Memoria,critica,Mesa de ayuda,email,25.26,True,1,3,4.4,1445.28,Usuario reporta problema en Mesa de ayuda; se detecta Memoria.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000165,Base de datos,Consulta lenta,critica,ERP financiero,telefono,14.1,True,2,0,4.7,1351.57,Usuario reporta problema en ERP financiero; se detecta Consulta lenta.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000166,Seguridad,Phishing,alta,IAM,portal,10.44,True,1,0,,1294.81,Seguridad reporta Phishing con posible causa Credenciales comprometidas.,Credenciales comprometidas,Incidencias de seguridad
INC-2026-000167,Base de datos,Consulta lenta,alta,Base de datos transaccional,api,26.16,True,4,1,5.1,2384.63,Base de datos transaccional: Consulta lenta asociado a Defecto recurrente.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000168,Soporte,Configuracion usuario,baja,Correo corporativo,portal,6.25,False,0,0,8.2,91.41,Incidencia en Correo corporativo; patron observado: Configuracion usuario.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000169,Infraestructura,Red,critica,API pagos,portal,16.61,True,1,2,5.0,1698.37,Incidencia en API pagos; patron observado: Red.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000170,Soporte,Configuracion usuario,baja,Portal clientes,api,3.81,False,0,0,7.8,30.66,Incidencia en Portal clientes; patron observado: Configuracion usuario.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000171,Cambios,Rollback,alta,Plataforma cloud,monitoreo,47.5,True,1,1,7.2,1112.56,Incidencia en Plataforma cloud; patron observado: Rollback.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000172,Infraestructura,Memoria,critica,Mesa de ayuda,monitoreo,92.88,True,5,7,2.3,5322.22,Incidencia en Mesa de ayuda; patron observado: Memoria.,Falla intermitente no reproducible,Casos anomalos
INC-2026-000173,Infraestructura,,media,ERP financiero,portal,65.88,True,2,8,6.4,3372.07,Usuario reporta problema en ERP financiero; se detecta Memoria.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000174,Aplicacion,Error 500,baja,Portal clientes,email,4.25,True,1,0,8.2,45.85,Incidencia en Portal clientes; patron observado: Error 500.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000175,Cambios,Despliegue,media,Portal clientes,portal,16.72,False,2,1,7.2,2086.51,Cambios reporta Despliegue con posible causa Despliegue fallido.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000176,Infraestructura,Storage,alta,Mesa de ayuda,email,19.94,True,0,3,4.1,360.84,Incidencia en Mesa de ayuda; patron observado: Storage.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000177,Soporte,Configuracion usuario,baja,Portal clientes,api,3.66,False,0,0,,82.45,Soporte reporta Configuracion usuario con posible causa Configuracion menor.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000178,Soporte,Configuracion usuario,media,Correo corporativo,portal,2.57,False,0,0,7.8,31.34,Correo corporativo: Configuracion usuario asociado a Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000179,Base de datos,Conexion,critica,Base de datos transaccional,telefono,1.0,False,3,5,5.9,2484.97,Usuario reporta problema en Base de datos transaccional; se detecta Conexion.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000180,Seguridad,Acceso,alta,IAM,monitoreo,20.91,True,1,2,6.4,4385.49,Seguridad reporta Acceso con posible causa Phishing.,Phishing,Incidencias de seguridad
INC-2026-000181,Soporte,Consulta,media,Portal clientes,chat,4.6,False,0,0,8.2,53.02,Soporte reporta Consulta con posible causa Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000182,Cambios,Versionado,alta,Plataforma cloud,email,33.93,True,0,0,,1817.74,Usuario reporta problema en Plataforma cloud; se detecta Versionado.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000183,Aplicacion,Error 500,baja,Plataforma cloud,email,2.24,True,0,0,9.0,138.92,Aplicacion reporta Error 500 con posible causa Configuracion menor.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000184,Seguridad,Vulnerabilidad,alta,Plataforma cloud,chat,17.58,True,2,3,6.5,4466.65,Usuario reporta problema en Plataforma cloud; se detecta Vulnerabilidad.,Politica de acceso debil,Incidencias de seguridad
INC-2026-000185,Cambios,Versionado,media,ERP financiero,monitoreo,32.32,True,1,1,6.4,1687.83,Incidencia en ERP financiero; patron observado: Versionado.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000186,Soporte,Consulta,baja,Correo corporativo,portal,1.31,False,0,1,9.1,74.42,Usuario reporta problema en Correo corporativo; se detecta Consulta.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000187,Aplicacion,Lentitud,baja,ERP financiero,chat,1.22,False,0,0,9.5,83.01,Usuario reporta problema en ERP financiero; se detecta Lentitud.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000188,Aplicacion,Lentitud,baja,Portal clientes,telefono,3.0,False,0,1,8.4,90.67,Incidencia en Portal clientes; patron observado: Lentitud.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000189,Aplicacion,Error funcional,media,ERP financiero,chat,1.19,False,0,0,8.7,78.29,Incidencia en ERP financiero; patron observado: Error funcional.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000190,Base de datos,Bloqueos,alta,API pagos,portal,87.02,True,0,3,4.1,3991.34,API pagos: Bloqueos asociado a Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000191,Aplicacion,Error 500,critica,Base de datos transaccional,email,22.22,True,2,1,4.4,936.65,Aplicacion reporta Error 500 con posible causa Monitoreo tardio.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000192,Base de datos,Consulta lenta,alta,ERP financiero,email,55.42,True,0,1,5.7,3803.21,ERP financiero: Consulta lenta asociado a Dependencia de terceros.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000193,Soporte,Configuracion usuario,media,Portal clientes,portal,5.68,False,0,0,,47.42,Usuario reporta problema en Portal clientes; se detecta Configuracion usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000194,Infraestructura,Memoria,baja,IAM,portal,140.27,True,2,5,2.8,17074.9,IAM: Memoria asociado a Combinacion inusual de sintomas.,Combinacion inusual de sintomas,Casos anomalos
INC-2026-000195,Aplicacion,Integracion,media,Plataforma cloud,portal,0.75,True,0,0,7.8,121.27,Incidencia en Plataforma cloud; patron observado: Integracion.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000196,Infraestructura,Memoria,alta,Correo corporativo,chat,62.81,True,1,3,5.4,2741.06,Usuario reporta problema en Correo corporativo; se detecta Memoria.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000197,Aplicacion,Lentitud,media,API pagos,portal,52.64,True,1,3,7.1,2535.88,API pagos: Lentitud asociado a Arquitectura compleja.,Arquitectura compleja,Incidencias complejas de larga resolucion
INC-2026-000198,Infraestructura,Storage,alta,Red corporativa,monitoreo,76.39,True,9,8,3.4,20.0,Usuario reporta problema en Red corporativa; se detecta Storage.,Falla intermitente no reproducible,Casos anomalos
INC-2026-000199,Base de datos,Conexion,alta,ERP financiero,telefono,51.54,True,5,3,5.3,16495.11,Incidencia en ERP financiero; patron observado: Conexion.,Evento extremo,Casos anomalos
INC-2026-000200,Infraestructura,CPU alta,critica,Correo corporativo,telefono,24.84,True,0,4,5.9,982.15,Incidencia en Correo corporativo; patron observado: CPU alta.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000201,Infraestructura,Red,critica,IAM,portal,1.12,False,0,3,6.1,1525.59,Usuario reporta problema en IAM; se detecta Red.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000202,Base de datos,Bloqueos,critica,API pagos,portal,17.35,True,3,2,5.8,2681.34,Base de datos reporta Bloqueos con posible causa Monitoreo tardio.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000203,Soporte,Configuracion usuario,baja,Mesa de ayuda,chat,1.71,False,0,0,8.8,63.21,Usuario reporta problema en Mesa de ayuda; se detecta Configuracion usuario.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000204,Infraestructura,Red,media,Portal clientes,portal,37.69,True,4,0,,2114.96,Portal clientes: Red asociado a Configuracion inconsistente.,Configuracion inconsistente,Incidencias asociadas a cambios
INC-2026-000205,Seguridad,Malware,alta,IAM,portal,18.91,True,0,4,8.1,6055.5,Incidencia en IAM; patron observado: Malware.,Credenciales comprometidas,Incidencias de seguridad
INC-2026-000206,Infraestructura,Red,critica,ERP financiero,telefono,30.39,True,0,3,6.3,2070.59,Usuario reporta problema en ERP financiero; se detecta Red.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000207,Seguridad,Acceso,alta,Red corporativa,portal,0.5,False,2,1,9.0,4051.49,Seguridad reporta Acceso con posible causa Phishing.,Phishing,Incidencias de seguridad
INC-2026-000208,Soporte,Configuracion usuario,baja,Portal clientes,portal,2.36,False,0,1,9.4,98.23,Usuario reporta problema en Portal clientes; se detecta Configuracion usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000209,Soporte,Consulta,baja,Correo corporativo,portal,2.87,False,1,0,7.6,20.0,Usuario reporta problema en Correo corporativo; se detecta Consulta.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000210,Cambios,Versionado,critica,Plataforma cloud,email,207.89,True,6,3,6.4,6892.86,Usuario reporta problema en Plataforma cloud; se detecta Versionado.,Falla intermitente no reproducible,Casos anomalos
INC-2026-000211,Seguridad,Vulnerabilidad,critica,Correo corporativo,portal,22.53,True,0,1,5.2,7519.24,Incidencia en Correo corporativo; patron observado: Vulnerabilidad.,Politica de acceso debil,Incidencias de seguridad
INC-2026-000212,Aplicacion,Error 500,media,IAM,telefono,59.95,True,3,4,5.9,2449.59,Incidencia en IAM; patron observado: Error 500.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000213,Aplicacion,Error 500,media,Red corporativa,telefono,69.13,True,4,4,6.4,3225.44,Incidencia en Red corporativa; patron observado: Error 500.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000214,Infraestructura,CPU alta,alta,Correo corporativo,email,15.87,True,2,1,6.2,1888.4,Usuario reporta problema en Correo corporativo; se detecta CPU alta.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000215,Soporte,Consulta,baja,Mesa de ayuda,portal,3.45,False,1,0,8.6,46.15,Usuario reporta problema en Mesa de ayuda; se detecta Consulta.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000216,Base de datos,Bloqueos,critica,API pagos,portal,16.39,True,0,0,5.1,2239.13,Incidencia en API pagos; patron observado: Bloqueos.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000217,Soporte,Permisos,media,Mesa de ayuda,portal,117.15,True,1,5,4.9,4495.19,Usuario reporta problema en Mesa de ayuda; se detecta Permisos.,Registro incompleto,Casos anomalos
INC-2026-000218,Base de datos,Backup,alta,ERP financiero,telefono,78.61,True,4,4,6.2,3834.86,Base de datos reporta Backup con posible causa Deuda tecnica.,Deuda tecnica,Incidencias complejas de larga resolucion
INC-2026-000219,Infraestructura,CPU alta,media,Red corporativa,chat,9.65,False,2,2,6.2,1756.41,Red corporativa: CPU alta asociado a Despliegue fallido.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000220,Soporte,Solicitud,media,Portal clientes,api,5.04,False,0,0,9.0,72.82,Soporte reporta Solicitud con posible causa Configuracion menor.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000221,Aplicacion,Lentitud,alta,Portal clientes,api,31.82,True,2,1,5.1,1180.31,Portal clientes: Lentitud asociado a Rollback incompleto.,Rollback incompleto,Incidencias asociadas a cambios
INC-2026-000222,Base de datos,Consulta lenta,alta,ERP financiero,email,86.15,True,3,1,5.2,3790.15,Base de datos reporta Consulta lenta con posible causa Deuda tecnica.,Deuda tecnica,Incidencias complejas de larga resolucion
INC-2026-000223,Infraestructura,CPU alta,critica,Correo corporativo,email,131.02,True,1,4,4.0,10244.6,Correo corporativo: CPU alta asociado a Registro incompleto.,Registro incompleto,Casos anomalos
INC-2026-000224,Soporte,Consulta,baja,Mesa de ayuda,,7.72,False,0,0,7.9,23.71,Mesa de ayuda: Consulta asociado a Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000225,Aplicacion,Integracion,alta,Portal clientes,,16.86,True,3,4,2.9,988.19,Aplicacion reporta Integracion con posible causa Capacidad insuficiente.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000226,Soporte,Consulta,media,Portal clientes,portal,4.25,False,0,1,8.8,83.01,Incidencia en Portal clientes; patron observado: Consulta.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000227,Cambios,Versionado,alta,API pagos,email,17.52,True,0,0,9.4,2751.79,API pagos: Versionado asociado a Despliegue fallido.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000228,Soporte,,baja,Portal clientes,monitoreo,5.34,False,0,0,9.0,68.79,Incidencia en Portal clientes; patron observado: Solicitud.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000229,Cambios,Configuracion,media,Plataforma cloud,monitoreo,28.29,True,0,3,5.4,2400.72,Usuario reporta problema en Plataforma cloud; se detecta Configuracion.,Rollback incompleto,Incidencias asociadas a cambios
INC-2026-000230,Seguridad,Malware,alta,Correo corporativo,portal,21.52,True,3,0,4.5,4174.97,Correo corporativo: Malware asociado a Credenciales comprometidas.,Credenciales comprometidas,Incidencias de seguridad
INC-2026-000231,Soporte,Solicitud,baja,Portal clientes,telefono,3.32,False,0,0,8.3,80.63,Usuario reporta problema en Portal clientes; se detecta Solicitud.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000232,Base de datos,Consulta lenta,alta,API pagos,portal,16.45,True,0,3,4.7,1576.34,API pagos: Consulta lenta asociado a Monitoreo tardio.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000233,Aplicacion,Integracion,critica,IAM,monitoreo,16.46,True,2,0,5.7,1913.26,Aplicacion reporta Integracion con posible causa Defecto recurrente.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000234,Seguridad,Malware,critica,Correo corporativo,telefono,24.92,True,1,1,5.5,2245.51,Correo corporativo: Malware asociado a Credenciales comprometidas.,Credenciales comprometidas,Incidencias de seguridad
INC-2026-000235,Soporte,Configuracion usuario,baja,Mesa de ayuda,portal,6.75,False,0,0,9.0,30.82,Mesa de ayuda: Configuracion usuario asociado a Configuracion menor.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000236,Seguridad,Vulnerabilidad,critica,Correo corporativo,,19.76,True,1,7,5.3,5999.23,Incidencia en Correo corporativo; patron observado: Vulnerabilidad.,Phishing,Incidencias de seguridad
INC-2026-000237,Soporte,Configuracion usuario,baja,Correo corporativo,email,3.45,False,0,0,9.0,46.93,Soporte reporta Configuracion usuario con posible causa Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000238,Aplicacion,Lentitud,baja,Plataforma cloud,email,5.06,False,0,0,7.7,86.31,Incidencia en Plataforma cloud; patron observado: Lentitud.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000239,Cambios,Despliegue,media,Plataforma cloud,email,17.19,False,0,2,7.2,284.29,Plataforma cloud: Despliegue asociado a Configuracion inconsistente.,Configuracion inconsistente,Incidencias asociadas a cambios
INC-2026-000240,Aplicacion,Lentitud,baja,ERP financiero,monitoreo,2.23,False,0,0,9.5,43.13,ERP financiero: Lentitud asociado a Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000241,Base de datos,Bloqueos,media,ERP financiero,portal,63.24,True,3,5,6.4,4326.8,Incidencia en ERP financiero; patron observado: Bloqueos.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000242,Base de datos,Conexion,alta,Base de datos transaccional,portal,53.41,True,2,2,6.1,3625.54,Incidencia en Base de datos transaccional; patron observado: Conexion.,Deuda tecnica,Incidencias complejas de larga resolucion
INC-2026-000243,Seguridad,Acceso,alta,IAM,telefono,7.49,False,0,3,6.7,1554.43,Seguridad reporta Acceso con posible causa Politica de acceso debil.,Politica de acceso debil,Incidencias de seguridad
INC-2026-000244,Aplicacion,Error funcional,media,IAM,portal,55.78,True,4,4,4.8,4060.63,Incidencia en IAM; patron observado: Error funcional.,Deuda tecnica,Incidencias complejas de larga resolucion
INC-2026-000245,Infraestructura,CPU alta,baja,Portal clientes,chat,124.24,True,3,7,3.7,6430.48,Incidencia en Portal clientes; patron observado: CPU alta.,Registro incompleto,Casos anomalos
INC-2026-000246,Infraestructura,CPU alta,media,Mesa de ayuda,api,20.65,False,2,1,6.4,2423.61,Infraestructura reporta CPU alta con posible causa Cambio no validado.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000247,Infraestructura,Storage,alta,API pagos,portal,30.52,True,3,2,4.2,2251.85,Incidencia en API pagos; patron observado: Storage.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000248,Seguridad,Acceso,alta,Red corporativa,telefono,0.5,False,1,1,7.3,3391.8,Usuario reporta problema en Red corporativa; se detecta Acceso.,Vulnerabilidad sin parche,Incidencias de seguridad
INC-2026-000249,Aplicacion,Lentitud,baja,API pagos,portal,4.27,False,0,0,9.1,20.0,Usuario reporta problema en API pagos; se detecta Lentitud.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000250,Cambios,Versionado,alta,Plataforma cloud,monitoreo,13.13,True,1,2,,1906.46,Plataforma cloud: Versionado asociado a Rollback incompleto.,Rollback incompleto,Incidencias asociadas a cambios
INC-2026-000251,Aplicacion,Lentitud,media,Plataforma cloud,monitoreo,2.08,False,0,0,10.0,129.25,Incidencia en Plataforma cloud; patron observado: Lentitud.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000252,Aplicacion,Integracion,baja,API pagos,email,4.52,False,1,0,8.5,,Incidencia en API pagos; patron observado: Integracion.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000253,Base de datos,Consulta lenta,alta,API pagos,telefono,1.0,False,1,2,6.4,1694.06,Base de datos reporta Consulta lenta con posible causa Defecto recurrente.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000254,Base de datos,Bloqueos,critica,ERP financiero,portal,7.9,True,3,0,4.8,868.07,Usuario reporta problema en ERP financiero; se detecta Bloqueos.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000255,Aplicacion,Error 500,media,ERP financiero,portal,4.18,False,0,0,8.8,57.61,ERP financiero: Error 500 asociado a Solicitud operativa.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000256,Base de datos,Backup,critica,ERP financiero,monitoreo,14.45,True,3,4,6.8,1700.65,Incidencia en ERP financiero; patron observado: Backup.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000257,Infraestructura,Red,alta,Portal clientes,monitoreo,32.32,True,1,1,8.3,2961.13,Portal clientes: Red asociado a Dependencia de terceros.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000258,Soporte,Consulta,baja,Portal clientes,telefono,4.88,True,0,0,8.9,21.45,Soporte reporta Consulta con posible causa Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000259,Aplicacion,Lentitud,critica,Red corporativa,monitoreo,26.89,True,1,1,5.7,431.39,Usuario reporta problema en Red corporativa; se detecta Lentitud.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000260,Cambios,Versionado,alta,Portal clientes,monitoreo,9.86,True,2,0,6.6,20.0,Cambios reporta Versionado con posible causa Cambio no validado.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000261,Soporte,Permisos,media,Mesa de ayuda,portal,7.56,False,0,0,9.6,68.9,Usuario reporta problema en Mesa de ayuda; se detecta Permisos.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000262,Aplicacion,Error 500,baja,Correo corporativo,api,4.97,False,0,0,8.0,87.55,Correo corporativo: Error 500 asociado a Configuracion menor.,,Incidencias simples de bajo impacto
INC-2026-000263,Soporte,Consulta,media,Correo corporativo,portal,4.08,False,1,0,8.7,45.52,Correo corporativo: Consulta asociado a Solicitud operativa.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000264,Soporte,Permisos,baja,Correo corporativo,monitoreo,4.66,False,0,0,8.2,110.26,Usuario reporta problema en Correo corporativo; se detecta Permisos.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000265,Aplicacion,Error funcional,baja,Portal clientes,portal,6.01,True,0,0,,111.17,Usuario reporta problema en Portal clientes; se detecta Error funcional.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000266,Infraestructura,Red,critica,Portal clientes,monitoreo,104.89,True,3,2,4.6,10051.82,Portal clientes: Red asociado a Registro incompleto.,Registro incompleto,Casos anomalos
